Date,Group,TopicType,Url,Title,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Drilldown,Trends,Freshness,MSUpdateCycleDays,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,CSAs
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/train/custom-model,Custom document models - Document Intelligence - Azure AI services,"3,354",-9.4%,"1,943",H,1,15.2%,36.4%,81.9%,34.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-230312c0-39bb-f425-48c4-b4cca6b7e8ab&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-230312c0-39bb-f425-48c4-b4cca6b7e8ab&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,365,2025-03-05,2024-11-19,698,20.8%,13.6%,62.9%,2.7%,0.0%,4%,0%,82%,10/16/2024,lajanuar,No,,230312c0-39bb-f425-48c4-b4cca6b7e8ab,"[""data-ai""]"
August 2025,Concepts,tutorial,https://learn.microsoft.com/en-us/azure/ai-foundry/tutorials/deploy-chat-web-app,Tutorial: Deploy an enterprise chat web app in the Azure AI Foundry portal playground - Azure AI Foundry,"2,335",-37.1%,"1,440",H,0,13.4%,31.9%,82.8%,33.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a40a4af3-c86f-c0db-a4eb-6093a39b43e9&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a40a4af3-c86f-c0db-a4eb-6093a39b43e9&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-26,2025-08-25,691,29.6%,21.6%,44.9%,3.8%,0.0%,3%,0%,83%,2/28/2025,sgilley,No,,a40a4af3-c86f-c0db-a4eb-6093a39b43e9,
August 2025,Concepts,overview,https://learn.microsoft.com/en-us/azure/ai-services/language-service/conversational-language-understanding/overview,Conversational Language Understanding - Azure AI services,"2,267",-16.4%,"1,357",H,0,13.9%,36.5%,79.0%,28.4%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-bfe872dd-d482-1ced-290a-88de4de74691&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-bfe872dd-d482-1ced-290a-88de4de74691&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-08-20,2025-05-01,684,30.2%,13.8%,50.9%,5.1%,0.1%,4%,0%,78%,8/28/2024,lajanuar,No,,bfe872dd-d482-1ced-290a-88de4de74691,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/agents/concepts/threads-runs-messages,"Threads, Runs, and Messages in Azure AI Foundry Agent Service - Azure AI Foundry","3,428",-11.4%,"2,098",H,0,7.3%,57.7%,89.8%,17.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-1f7a01f4-38f9-8649-9e50-ff1b5cffc1b6&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-1f7a01f4-38f9-8649-9e50-ff1b5cffc1b6&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,90,2025-07-30,2025-04-15,681,19.9%,8.5%,69.7%,2.0%,0.0%,3%,0%,90%,6/16/2025,aahi,No,,1f7a01f4-38f9-8649-9e50-ff1b5cffc1b6,
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/concept/retrieval-augmented-generation,Retrieval-Augmented Generation (RAG) with Azure AI Document Intelligence - Azure AI services,"2,000",-14.3%,"1,216",H,1,17.4%,27.9%,84.0%,42.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-3dbca3fb-29e6-af81-74ca-380f102a19c2&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-3dbca3fb-29e6-af81-74ca-380f102a19c2&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,365,2025-07-02,2025-02-27,677,33.9%,20.8%,40.3%,5.2%,0.0%,5%,0%,84%,10/16/2024,lajanuar,No,,3dbca3fb-29e6-af81-74ca-380f102a19c2,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/working-with-models,Azure OpenAI in Azure AI Foundry Models working with models - Azure OpenAI,"2,245",-2.0%,"1,646",H,0,11.1%,32.2%,84.3%,34.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a72b3ace-b8ce-7fbe-ce0b-55be77211fd4&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a72b3ace-b8ce-7fbe-ce0b-55be77211fd4&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-07-02,2025-07-02,672,29.9%,15.1%,50.0%,4.9%,0.0%,2%,0%,84%,7/2/2025,mbullwin,No,,a72b3ace-b8ce-7fbe-ce0b-55be77211fd4,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/speech-synthesis-markup-voice,Voice and sound with Speech Synthesis Markup Language (SSML) - Speech service - Azure AI services,"2,954",3.7%,"1,598",H,0,12.5%,31.2%,82.5%,42.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-6ea1ac28-7d48-4158-2f47-4dd6434748e5&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-6ea1ac28-7d48-4158-2f47-4dd6434748e5&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-07-09,669,22.6%,24.9%,45.7%,6.7%,0.0%,18%,0%,82%,8/28/2024,pafarley,No,,6ea1ac28-7d48-4158-2f47-4dd6434748e5,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/agents/how-to/tools/function-calling,How to use Azure AI Foundry Agent Service with function calling - Azure AI Foundry,"2,459",-50.1%,"1,408",H,0,13.5%,41.5%,83.2%,28.5%,50.0%,2,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-76e63eab-b477-a0d1-889d-7fb7c3a1f467&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-76e63eab-b477-a0d1-889d-7fb7c3a1f467&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-08,2025-07-11,668,27.2%,13.8%,55.3%,3.5%,0.1%,12%,0%,83%,6/16/2025,aahi,No,,76e63eab-b477-a0d1-889d-7fb7c3a1f467,
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/get-started-speech-to-text,Speech to text quickstart - Azure AI services,"5,848",-12.5%,"3,407",H,0,11.3%,56.1%,84.3%,28.2%,33.3%,3,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ddae1c98-742a-6b47-8d25-4e9db08fe242&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ddae1c98-742a-6b47-8d25-4e9db08fe242&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-29,2025-08-05,667,11.4%,17.2%,65.2%,6.1%,0.1%,8%,0%,84%,8/28/2024,pafarley,No,,ddae1c98-742a-6b47-8d25-4e9db08fe242,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/how-to-guides/build-a-custom-model,Build and train a custom model - Document Intelligence  - Azure AI services,"2,136",-16.2%,"1,242",H,0,14.0%,28.7%,82.9%,14.1%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ede861f2-512b-4fc9-554d-252fe7fff964&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ede861f2-512b-4fc9-554d-252fe7fff964&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,365,2025-08-13,2024-11-19,655,30.7%,19.7%,45.7%,3.9%,0.0%,3%,0%,83%,8/28/2024,lajanuar,No,,ede861f2-512b-4fc9-554d-252fe7fff964,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/reference-preview,Azure OpenAI in Azure AI Foundry Models REST API preview reference - Azure OpenAI,"4,907",3.6%,"2,793",L,2,16.8%,37.2%,64.1%,35.9%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-1fe06361-653d-5ff0-03c8-845bef9b5025&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-1fe06361-653d-5ff0-03c8-845bef9b5025&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-07-02,2025-07-02,642,13.1%,18.8%,65.1%,3.0%,0.0%,14%,0%,61%,7/2/2025,mbullwin,No,,1fe06361-653d-5ff0-03c8-845bef9b5025,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/managed-identity,How to configure Azure OpenAI in Azure AI Foundry Models with Microsoft Entra ID authentication - Azure OpenAI,"2,074",-11.4%,"1,408",H,1,13.5%,21.2%,81.0%,36.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-83bbe694-5080-9af1-c101-b2cfa0dcd958&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-83bbe694-5080-9af1-c101-b2cfa0dcd958&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-01,2025-07-31,641,30.9%,19.2%,38.4%,11.5%,0.0%,10%,0%,81%,7/2/2025,mbullwin,No,,83bbe694-5080-9af1-c101-b2cfa0dcd958,
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/agents/concepts/model-region-support,Supported models in Azure AI Foundry Agent Service - Azure AI Foundry,"3,977",-17.8%,"2,539",H,0,10.4%,53.8%,83.3%,28.8%,0.0%,1,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-afa5468e-432d-a2e2-cc80-3b0965ee4242&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-afa5468e-432d-a2e2-cc80-3b0965ee4242&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-27,2025-08-04,641,16.1%,15.6%,64.2%,4.0%,0.1%,4%,0%,83%,6/16/2025,aahi,No,,afa5468e-432d-a2e2-cc80-3b0965ee4242,
August 2025,Concepts,overview,https://learn.microsoft.com/en-us/azure/ai-services/luis/what-is-luis,Language Understanding (LUIS) Overview - Azure,"1,300",-0.3%,963,L,2,16.7%,28.4%,68.3%,38.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9e4cd662-b7c5-7539-ed02-a5c8d5753c24&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9e4cd662-b7c5-7539-ed02-a5c8d5753c24&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-06-13,2025-06-12,634,48.8%,17.8%,31.1%,2.3%,0.0%,3%,0%,67%,8/28/2024,lajanuar,No,,9e4cd662-b7c5-7539-ed02-a5c8d5753c24,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/get-started-text-to-speech,Text to speech quickstart - Speech service - Azure AI services,"6,499",-2.0%,"3,970",H,0,12.5%,52.7%,79.0%,38.7%,33.3%,3,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-27544550-c960-3616-596a-a28b5cc2b32f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-27544550-c960-3616-596a-a28b5cc2b32f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-07-17,626,9.6%,27.1%,60.7%,2.5%,0.1%,8%,0%,79%,8/28/2024,pafarley,No,,27544550-c960-3616-596a-a28b5cc2b32f,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/speech-services-quotas-and-limits,Speech service quotas and limits - Azure AI services,"2,360",-6.6%,"1,278",H,0,11.7%,28.4%,83.2%,41.3%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-88cd6e33-79ea-5102-816b-8d8374ebd5b7&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-88cd6e33-79ea-5102-816b-8d8374ebd5b7&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-27,2025-07-15,624,26.4%,21.2%,43.7%,8.6%,0.0%,8%,0%,83%,8/28/2024,pafarley,No,,88cd6e33-79ea-5102-816b-8d8374ebd5b7,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/get-started-stt-diarization,Real-time diarization quickstart - Speech service - Azure AI services,"1,946",-12.6%,"1,164",H,0,9.7%,49.5%,81.0%,38.8%,0.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-98f1e700-8bcf-9ec5-888c-06ccc0fe7494&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-98f1e700-8bcf-9ec5-888c-06ccc0fe7494&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-07-16,614,31.6%,17.1%,46.8%,4.6%,0.0%,13%,0%,80%,8/28/2024,pafarley,No,,98f1e700-8bcf-9ec5-888c-06ccc0fe7494,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/agents/how-to/tools/overview,What are tools in Azure AI Foundry Agent Service - Azure AI Foundry,"4,346",-39.8%,"2,613",H,0,12.0%,43.2%,85.6%,26.8%,100.0%,1,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-91ed24fc-6194-ebad-2bac-832eda7132de&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-91ed24fc-6194-ebad-2bac-832eda7132de&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-22,2025-07-29,612,14.1%,15.0%,68.5%,2.3%,0.1%,5%,0%,86%,6/16/2025,aahi,No,,91ed24fc-6194-ebad-2bac-832eda7132de,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/network,Securing Azure OpenAI inside a virtual network with private endpoints - Azure OpenAI,"1,202",-16.1%,835,H,1,13.1%,20.8%,79.3%,39.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-64e5d8f9-cd2e-18b3-15ab-a570ec5450c8&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-64e5d8f9-cd2e-18b3-15ab-a570ec5450c8&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-01,2025-07-31,605,50.3%,20.5%,19.6%,9.5%,0.0%,5%,0%,79%,7/2/2025,mbullwin,No,,64e5d8f9-cd2e-18b3-15ab-a570ec5450c8,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/cognitive-services-virtual-networks,Configure Virtual Networks for Azure AI services - Azure AI services,"6,055",-30.0%,"3,568",L,2,16.8%,14.4%,78.7%,43.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-449e027f-5412-581c-e51f-db02e4254d38&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-449e027f-5412-581c-e51f-db02e4254d38&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,2025-07-13,2025-05-19,598,9.9%,27.9%,55.9%,6.2%,0.0%,4%,0%,79%,8/28/2024,aahi,No,,449e027f-5412-581c-e51f-db02e4254d38,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/model-router,How to use model router for Azure AI Foundry (preview),"2,756",29.0%,"1,768",H,0,10.3%,36.6%,86.5%,39.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-8a28009e-306b-e94f-61b5-1194104e7ad3&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-8a28009e-306b-e94f-61b5-1194104e7ad3&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-09-03,2025-09-02,595,21.6%,8.2%,64.5%,2.8%,3.0%,4%,0%,86%,7/2/2025,pafarley,No,,8a28009e-306b-e94f-61b5-1194104e7ad3,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/authentication,Authentication in Azure AI services - Azure AI services,"2,536",-12.6%,"1,552",H,1,13.3%,20.7%,83.6%,30.4%,0.0%,1,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-31502c98-8909-6bb9-72ba-00405e2abd24&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-31502c98-8909-6bb9-72ba-00405e2abd24&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,2025-08-29,2025-05-19,594,23.4%,24.3%,39.6%,12.7%,0.0%,8%,0%,83%,8/28/2024,pafarley,No,,31502c98-8909-6bb9-72ba-00405e2abd24,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/evaluations,How to use Azure OpenAI in Azure AI Foundry Models evaluation - Azure OpenAI,"1,595",-5.9%,"1,064",H,0,14.7%,34.6%,76.3%,39.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d5e677cd-25bc-25bd-b0e9-d78ca5bfb5cd&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d5e677cd-25bc-25bd-b0e9-d78ca5bfb5cd&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-04,2025-07-31,591,37.1%,20.9%,39.6%,2.3%,0.1%,4%,0%,76%,7/2/2025,mbullwin,No,,d5e677cd-25bc-25bd-b0e9-d78ca5bfb5cd,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/on-your-data-configuration,Network and access configuration for Azure OpenAI On Your Data - Azure OpenAI,"4,418",-16.2%,"2,138",H,1,11.7%,17.4%,87.7%,37.1%,0.0%,2,2,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a3f88312-854f-32ea-8c9d-861e99dac7ee&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a3f88312-854f-32ea-8c9d-861e99dac7ee&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-15,2025-08-15,581,13.2%,16.5%,66.7%,3.6%,0.0%,11%,0%,88%,7/2/2025,aahi,No,,a3f88312-854f-32ea-8c9d-861e99dac7ee,
August 2025,Concepts,overview,https://learn.microsoft.com/en-us/azure/ai-services/cognitive-services-container-support,Use Azure AI containers on-premises - Azure AI services,"2,040",2.4%,"1,150",H,0,14.5%,31.1%,75.5%,31.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-522d7333-2b3f-0ae1-4e8d-f421d184ed6c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-522d7333-2b3f-0ae1-4e8d-f421d184ed6c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0,2025-07-31,2025-07-31,567,27.8%,22.5%,36.3%,12.9%,0.4%,3%,0%,75%,8/28/2024,aahi,No,,522d7333-2b3f-0ae1-4e8d-f421d184ed6c,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/how-to/configure-managed-network,How to configure a managed network for a hub - Azure AI Foundry,"1,953",-32.9%,"1,073",H,1,18.9%,30.6%,75.9%,29.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-3d77cc5f-b19b-788c-a6a1-4c62f759f89f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-3d77cc5f-b19b-788c-a6a1-4c62f759f89f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-27,2025-08-27,565,28.9%,19.8%,47.9%,3.1%,0.3%,5%,0%,76%,2/28/2025,jburchel,No,,3d77cc5f-b19b-788c-a6a1-4c62f759f89f,
August 2025,Concepts,tutorial,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/tutorials/fine-tune,Azure OpenAI in Azure AI Foundry Models fine-tuning gpt-4o-mini - Azure OpenAI,"1,757",-19.1%,"1,097",L,2,16.5%,19.7%,79.3%,47.9%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-fc113875-b2fc-8434-d333-15c47e05de2e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-fc113875-b2fc-8434-d333-15c47e05de2e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-09-01,2025-09-01,561,31.9%,24.5%,37.5%,5.9%,0.2%,7%,0%,79%,7/2/2025,mbullwin,No,,fc113875-b2fc-8434-d333-15c47e05de2e,
