Notes,NextGen?,NextGen TOC,Parent Path,Name,filename,URL,Is External,ms.author,ms.topic,ms.service,description,zone_pivot_groups,pivot_id,has_pivots,pivot_groups,hub-only,file_found,has_tabs,tab_count,tab_formats,has_images,image_count,portal_steps,has_code_blocks,code_block_count,code_languages,has_code_refs,code_ref_count,contains_link_no_param,Contains_link_with_param,title,author
,n,,Models > Azure OpenAI in Foundry Models > How-to > Use your data,Text data,ai-foundry/openai/concepts/use-your-data.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/use-your-data,False,aahi,quickstart,azure-ai-openai,Use this article to learn about using your data for better text generation in Azure OpenAI.,,,False,,False,True,True,10,"blob-storage, mongo-db, web-pages, ai-search, web-app, teams, elasticsearch, mongo-db-atlas, file-upload, copilot",True,16,True,True,4,"json, none, python",False,0,False,True,Using your data with Azure OpenAI in Azure AI Foundry Models,aahill
,n,,Models > Azure OpenAI in Foundry Models > How-to > Use your data,Network and access configuration,ai-foundry/openai/how-to/on-your-data-configuration.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/on-your-data-configuration,False,aahi,how-to,azure-ai-openai,Use this article to learn about configuring Azure OpenAI when using your data for text generation.,,,False,,False,True,False,0,,True,12,True,True,8,"json, none, bash",False,0,True,True,Network and access configuration for Azure OpenAI On Your Data,aahill
,n,,Models > Azure OpenAI in Foundry Models > How-to > Use your data,Deploy and use web apps,ai-foundry/openai/how-to/use-web-app.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/use-web-app,False,aahi,how-to,azure-ai-openai,Use this article to learn about using the available web app to chat with Azure OpenAI models.,,,False,,False,True,False,0,,True,6,True,True,10,"json, none, text",False,0,False,True,Use the Azure OpenAI web app,aahill
,n,,Models > Azure OpenAI in Foundry Models > How-to > Use your data,Use the Azure Developer CLI,ai-foundry/openai/how-to/azure-developer-cli.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/azure-developer-cli,False,aahi,quickstart,azure-ai-openai,Use this article to learn how to automate resource deployment for Azure OpenAI On Your Data.,,,False,,False,True,False,0,,False,0,True,False,0,,False,0,False,False,Use the Azure Developer CLI to deploy resources for Azure OpenAI On Your Data,aahill
,n,,Models > Azure OpenAI in Foundry Models > How-to > Use your data,Troubleshooting and best practices,ai-foundry/openai/how-to/on-your-data-best-practices.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/on-your-data-best-practices,False,aahi,conceptual,azure-ai-openai,"Learn about the best practices for using Azure OpenAI On Your Data, along with how to fix common problems.",,,False,,False,True,False,0,,False,0,True,False,0,,False,0,False,False,Best practices for using Azure OpenAI On Your Data,aahill
,n,,Models > Azure OpenAI in Foundry Models > How-to,Migrate to OpenAI Python v1.x,ai-foundry/openai/how-to/migration.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/migration,False,mbullwin,how-to,azure-ai-openai,Learn about migrating to the latest release of the OpenAI Python library with Azure OpenAI.,,,False,,False,True,True,12,"python-new, dalle-fix-async, dalle-fix, python",False,0,False,True,28,"console, none, python",False,0,False,False,How to migrate to OpenAI Python v1.x,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to,Migrate to OpenAI JavaScript v4.x,ai-foundry/openai/how-to/migration-javascript.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/migration-javascript,False,mbullwin,how-to,azure-ai-openai,Learn about migrating to the latest release of the OpenAI JavaScript library with Azure OpenAI.,,,False,,False,True,True,28,"javascript-old, javascript-new",False,0,False,True,62,"typescript, none",False,0,False,False,How to migrate to OpenAI JavaScript v4.x,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to,Migrate to Azure OpenAI .NET v2.0,ai-foundry/openai/how-to/dotnet-migration.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/dotnet-migration,False,mbullwin,how-to,azure-ai-openai,Learn about migrating to the latest release of the Azure OpenAI package for .NET.,,,False,,False,True,True,20,"stable, beta",False,0,False,True,46,"dotnetcli, none, csharp",False,0,False,False,How to migrate from Azure.AI.OpenAI 1.0 Beta to 2.0,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Models,Manage models,ai-foundry/openai/how-to/working-with-models.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/working-with-models,False,mbullwin,conceptual,azure-ai-openai,"Learn about managing model deployment life cycle, updates, & retirement.",,,False,,False,True,True,2,"powershell, rest",True,4,False,True,18,"powershell, none, http, json, bash",False,0,False,True,Azure OpenAI in Azure AI Foundry Models working with models,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Networking and security,Virtual networks with private endpoints,ai-foundry/openai/how-to/network.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/network,False,mbullwin,how-to,azure-ai-openai,How to secure your Azure OpenAI resource inside a virtual network with private endpoints,,,False,,False,True,False,0,,True,6,True,False,0,,False,0,False,False,Securing Azure OpenAI inside a virtual network with private endpoints,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Networking and security,Encryption of data at rest,ai-foundry/openai/encrypt-data-at-rest.md,https://learn.microsoft.com/azure/ai-foundry/openai/encrypt-data-at-rest,False,mbullwin,conceptual,azure-ai-openai,Learn how Azure OpenAI encrypts your data when it's persisted to the cloud.,,,False,,False,True,False,0,,True,5,True,True,4,"azurecli, none",False,0,False,False,Azure OpenAI in Azure AI Foundry Models encryption of data at rest,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Networking and security,Managed identity,ai-foundry/openai/how-to/managed-identity.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/managed-identity,False,mbullwin,how-to,azure-ai-openai,Provides guidance on how to set managed identity with Microsoft Entra ID,,,False,,False,True,False,0,,False,0,False,True,6,"azurecli, none, python",False,0,False,False,How to configure Azure OpenAI in Azure AI Foundry Models with Microsoft Entra ID authentication,mrbullwinkle
refactor,n,,Models > Azure OpenAI in Foundry Models > How-to > Networking and security,Network security perimeter (preview),ai-foundry/openai/how-to/network-security-perimeter.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/network-security-perimeter,False,aahi,how-to,azure-ai-openai,Use this article to learn about adding Azure OpenAI to your network security perimeter.,,,False,,False,True,False,0,,True,18,True,False,0,,False,0,False,False,Add an Azure OpenAI network security perimeter,aahill
,n,,Models > Azure OpenAI in Foundry Models > How-to > Service management,Resource creation & model deployment,ai-foundry/openai/how-to/create-resource.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/create-resource,False,mbullwin,how-to,azure-ai-openai,Learn how to get started with Azure OpenAI and create your first resource and deploy your first model in the Azure CLI or the Azure portal.,openai-create-resource,openai-create-resource,True,openai-create-resource,False,True,False,0,,True,1,False,False,0,,False,0,False,False,How-to: Create and deploy an Azure OpenAI in Azure AI Foundry Models resource,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Service management,Manage quota,ai-foundry/openai/how-to/quota.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/quota,False,mbullwin,how-to,azure-ai-openai,Learn how to use Azure OpenAI to control your deployments rate limits.,,,False,,False,True,True,6,"powershell, rest, cli, bicep, arm, terraform",True,2,False,True,34,"http, none, bash, html, azurecli, azurepowershell, azurepowershell-interactive, json, bicep, terraform",False,0,False,True,Manage Azure OpenAI in Azure AI Foundry Models quota,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Service management,Dynamic quota,ai-foundry/openai/how-to/dynamic-quota.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/dynamic-quota,False,mbullwin,how-to,azure-ai-openai,Learn how to use Azure OpenAI dynamic quota,,,False,,False,True,False,0,,False,0,False,True,2,"azurecli, none",False,0,False,False,Azure OpenAI in Azure AI Foundry Models dynamic quota,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Service management,Monitor Azure OpenAI,ai-foundry/openai/how-to/monitor-openai.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/monitor-openai,False,mbullwin,conceptual,azure-ai-openai,Start here to learn how to use Azure Monitor tools like Log Analytics to capture and analyze metrics and data logs for your Azure OpenAI.,,,False,,False,True,False,0,,True,4,True,True,6,"kusto, none",False,0,False,True,Monitor Azure OpenAI in Azure AI Foundry Models,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Service management,Plan and manage costs,ai-foundry/openai/how-to/manage-costs.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/manage-costs,False,mbullwin,how-to,azure-ai-openai,Learn how to plan for and manage costs for Azure OpenAI by using cost analysis in the Azure portal.,,,False,,False,True,False,0,,True,5,True,False,0,,False,0,False,False,Plan to manage costs for Azure OpenAI in Azure AI Foundry Models,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Service management,Performance & latency,ai-foundry/openai/how-to/latency.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/latency,False,mbullwin,how-to,azure-ai-openai,Learn about performance and latency with Azure OpenAI,,,False,,False,True,False,0,,True,1,False,True,2,"json, none",False,0,False,False,Azure OpenAI in Azure AI Foundry Models performance & latency,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Service management,Role-based access control (Azure RBAC),ai-foundry/openai/how-to/role-based-access-control.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/role-based-access-control,False,mbullwin,how-to,azure-ai-openai,Learn how to use Azure RBAC for managing individual access to Azure OpenAI resources.,,,False,,False,True,False,0,,False,0,True,True,1,https://management.azure.com/subscriptions/{subscriptionid}/providers/microsoft.search/searchservices?api-version=2021-04-01-preview,False,0,False,True,Role-based access control for Azure OpenAI,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to > Service management,Business continuity & disaster recovery (BCDR),ai-foundry/openai/how-to/business-continuity-disaster-recovery.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/business-continuity-disaster-recovery,False,mbullwin,how-to,azure-ai-openai,Considerations for implementing Business Continuity and Disaster Recovery (BCDR) with Azure OpenAI,,,False,,False,True,False,0,,True,3,True,False,0,,False,0,False,False,Business Continuity and Disaster Recovery (BCDR) with Azure OpenAI in Azure AI Foundry Models,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > How-to,Deploy and use web apps,ai-foundry/openai/how-to/use-web-app.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/use-web-app,False,aahi,how-to,azure-ai-openai,Use this article to learn about using the available web app to chat with Azure OpenAI models.,,,False,,False,True,False,0,,True,6,True,True,10,"json, none, text",False,0,False,True,Use the Azure OpenAI web app,aahill
,y,,Models > Azure OpenAI in Foundry Models > Tutorials,Embeddings,ai-foundry/openai/tutorials/embeddings.md,https://learn.microsoft.com/azure/ai-foundry/openai/tutorials/embeddings,False,mbullwin,tutorial,azure-ai-openai,Learn how to use Azure OpenAI's embeddings API for document search with the BillSum dataset,openai-embeddings,openai-embeddings,True,openai-embeddings,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Azure OpenAI in Azure AI Foundry Models embeddings tutorial,mrbullwinkle
,y,,Models > Azure OpenAI in Foundry Models > Tutorials,Fine-tuning GPT-4o mini,ai-foundry/openai/tutorials/fine-tune.md,https://learn.microsoft.com/azure/ai-foundry/openai/tutorials/fine-tune,False,mbullwin,tutorial,azure-ai-openai,Learn how to use Azure OpenAI's latest fine-tuning capabilities with gpt-4o-mini-2024-07-18,,,False,,False,True,True,3,"command-line, powershell, bash",False,0,False,True,52,"cmd, none, powershell, bash, json, python, output",False,0,False,True,Azure OpenAI in Azure AI Foundry Models fine-tuning gpt-4o-mini,mrbullwinkle
,y,,Models > Azure OpenAI in Foundry Models > Security & Governance,"Data, privacy, and security",ai-foundry/responsible-ai/openai/data-privacy.md,https://learn.microsoft.com/azure/ai-foundry/responsible-ai/openai/data-privacy,False,mbullwin,article,azure-ai-openai,"This document details issues for data, privacy, and security for Azure OpenAI Service",,,False,,False,True,True,2,"azure-portal, azure-cli",True,2,True,True,4,"json, none, azurecli",False,0,True,False,"Data, privacy, and security for Azure OpenAI Service",mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > Security & Governance,Encryption of data at rest,ai-foundry/openai/encrypt-data-at-rest.md,https://learn.microsoft.com/azure/ai-foundry/openai/encrypt-data-at-rest,False,mbullwin,conceptual,azure-ai-openai,Learn how Azure OpenAI encrypts your data when it's persisted to the cloud.,,,False,,False,True,False,0,,True,5,True,True,4,"azurecli, none",False,0,False,False,Azure OpenAI in Azure AI Foundry Models encryption of data at rest,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > Security & Governance,Managed identity,ai-foundry/openai/how-to/managed-identity.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/managed-identity,False,mbullwin,how-to,azure-ai-openai,Provides guidance on how to set managed identity with Microsoft Entra ID,,,False,,False,True,False,0,,False,0,False,True,6,"azurecli, none, python",False,0,False,False,How to configure Azure OpenAI in Azure AI Foundry Models with Microsoft Entra ID authentication,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > Security & Governance,Role-based access control (Azure RBAC),ai-foundry/openai/how-to/role-based-access-control.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/role-based-access-control,False,mbullwin,how-to,azure-ai-openai,Learn how to use Azure RBAC for managing individual access to Azure OpenAI resources.,,,False,,False,True,False,0,,False,0,True,True,1,https://management.azure.com/subscriptions/{subscriptionid}/providers/microsoft.search/searchservices?api-version=2021-04-01-preview,False,0,False,True,Role-based access control for Azure OpenAI,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > Security & Governance,Business continuity & disaster recovery (BCDR),ai-foundry/openai/how-to/business-continuity-disaster-recovery.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/business-continuity-disaster-recovery,False,mbullwin,how-to,azure-ai-openai,Considerations for implementing Business Continuity and Disaster Recovery (BCDR) with Azure OpenAI,,,False,,False,True,False,0,,True,3,True,False,0,,False,0,False,False,Business Continuity and Disaster Recovery (BCDR) with Azure OpenAI in Azure AI Foundry Models,mrbullwinkle
,n,,Models > Azure OpenAI in Foundry Models > Security & Governance > Use your data,Network and access configuration,ai-foundry/openai/how-to/on-your-data-configuration.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/on-your-data-configuration,False,aahi,how-to,azure-ai-openai,Use this article to learn about configuring Azure OpenAI when using your data for text generation.,,,False,,False,True,False,0,,True,12,True,True,8,"json, none, bash",False,0,True,True,Network and access configuration for Azure OpenAI On Your Data,aahill
,n,,Models > Azure OpenAI in Foundry Models > Responsible AI,Overview,ai-foundry/responsible-ai/openai/overview.md,https://learn.microsoft.com/azure/ai-foundry/responsible-ai/openai/overview,False,mbullwin,article,azure-ai-openai,RAI overview for Azure OpenAI Service,,,False,,False,True,False,0,,True,1,True,False,0,,False,0,False,False,Overview of Responsible AI practices for Azure OpenAI models,mrbullwinkle
,y,,Models > Azure OpenAI in Foundry Models > Responsible AI,Transparency note,ai-foundry/responsible-ai/openai/transparency-note.md,https://learn.microsoft.com/azure/ai-foundry/responsible-ai/openai/transparency-note,False,mbullwin,article,azure-ai-openai,Transparency Note for Azure OpenAI Service,,,False,,False,True,True,15,"text, image, speech",True,6,True,True,6,none,False,0,False,False,Transparency Note for Azure OpenAI,mrbullwinkle
,y,,Models > Azure OpenAI in Foundry Models > Responsible AI,Limited access,ai-foundry/responsible-ai/openai/limited-access.md,https://learn.microsoft.com/azure/ai-foundry/responsible-ai/openai/limited-access,False,mbullwin,article,azure-ai-openai,This document details the limited access policy for Azure OpenAI Service,,,False,,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Limited access to Azure OpenAI Service,mrbullwinkle
,y,,Models > Azure OpenAI in Foundry Models > Responsible AI,Code of conduct,legal/ai-code-of-conduct,https://learn.microsoft.com/azure/legal/ai-code-of-conduct,False,,,,,,,False,,False,False,False,0,,False,0,False,False,0,,False,0,False,False,,
,y,,Models > Azure OpenAI in Foundry Models > Responsible AI,"Data, privacy, and security",ai-foundry/responsible-ai/openai/data-privacy.md,https://learn.microsoft.com/azure/ai-foundry/responsible-ai/openai/data-privacy,False,mbullwin,article,azure-ai-openai,"This document details issues for data, privacy, and security for Azure OpenAI Service",,,False,,False,True,True,2,"azure-portal, azure-cli",True,2,True,True,4,"json, none, azurecli",False,0,True,False,"Data, privacy, and security for Azure OpenAI Service",mrbullwinkle
,y,,Models > Azure OpenAI in Foundry Models > Responsible AI,Customer Copyright Commitment,ai-foundry/responsible-ai/openai/customer-copyright-commitment.md,https://learn.microsoft.com/azure/ai-foundry/responsible-ai/openai/customer-copyright-commitment,False,mbullwin,article,azure-ai-openai,Customer Copyright Commitment Required Mitigations for Azure OpenAI Service,,,False,,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Customer Copyright Commitment Required Mitigations | Azure OpenAI Service,mrbullwinkle
,n,,AI services,Use Azure AI services in Azure AI Foundry portal,ai-services/connect-services-ai-foundry-portal.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/connect-services-ai-foundry-portal?context=/azure/ai-foundry/context/context,False,lajanuar,how-to,azure-ai-services,Learn how to use Azure AI services in Azure AI Foundry portal. You can use existing Azure AI services resources in Azure AI Foundry portal by creating a connection to the resource.,,,False,,False,True,False,0,,True,7,True,False,0,,False,0,True,True,How to use Azure AI services in Azure AI Foundry portal,laujan
,n,,AI services,What are Azure AI services?,ai-services/what-are-ai-services.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/what-are-ai-services?context=/azure/ai-foundry/context/context,False,nitinme,overview,azure-ai-services,Azure AI services are cloud-based artificial intelligence (AI) services that help developers build cognitive intelligence into applications without having direct AI or data science skills or knowledge.,,,False,,False,True,False,0,,True,19,False,False,0,,False,0,False,False,What are Azure AI services?,nitinme
,y,RAI,AI services > Content Safety,What is Azure AI Content Safety service?,ai-services/content-safety/overview.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/content-safety/overview?context=/azure/ai-foundry/context/context,False,pafarley,overview,azure-ai-content-safety,"Learn how to use Content Safety to track, flag, assess, and filter inappropriate material in user-generated content.",,,False,,False,True,False,0,,False,0,False,False,0,,False,0,False,False,What is Azure AI Content Safety?,PatrickFarley
but kill portal pivot; rest API only,y,Responsible AI ,AI services > Content Safety,Prompt Shields quickstart,ai-services/content-safety/quickstart-jailbreak.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/content-safety/quickstart-jailbreak?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,azure-ai-content-safety,Learn how to detect large language model input attack risks and mitigate risk with Azure AI Content Safety.,programming-languages-content-safety-foundry-rest,programming-languages-content-safety-foundry-rest,True,programming-languages-content-safety-foundry-rest,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Prompt Shields ,PatrickFarley
,y,RAI,AI services > Content Safety,Groundedness detection (preview) quickstart,ai-services/content-safety/quickstart-groundedness.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/content-safety/quickstart-groundedness?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,azure-ai-content-safety,Learn how to detect whether the text responses of large language models (LLMs) are grounded in the source materials provided by the users.,programming-languages-content-safety-foundry-rest,programming-languages-content-safety-foundry-rest,True,programming-languages-content-safety-foundry-rest,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Groundedness detection (preview),PatrickFarley
,y,RAI,AI services > Content Safety,Protected material detection for text quickstart,ai-services/content-safety/quickstart-protected-material.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/content-safety/quickstart-protected-material?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,azure-ai-content-safety,Learn how to Protected Material for Text generated by large language models and mitigate risk with Azure AI Content Safety.,programming-languages-content-safety-foundry-rest,programming-languages-content-safety-foundry-rest,True,programming-languages-content-safety-foundry-rest,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Protected Material for Text,PatrickFarley
,y,RAI,AI services > Content Safety,Custom categories (preview) quickstart,ai-services/content-safety/quickstart-custom-categories.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/content-safety/quickstart-custom-categories?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,azure-ai-content-safety,Use the custom categories API to create your own content categories and train the Content Safety model for your use case.,programming-languages-content-safety-foundry-rest,programming-languages-content-safety-foundry-rest,True,programming-languages-content-safety-foundry-rest,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Custom categories (preview),PatrickFarley
,y,,AI services > Content Safety,Text moderation quickstart,ai-services/content-safety/quickstart-text.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/content-safety/quickstart-text?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,azure-ai-content-safety,Get started using Azure AI Content Safety to analyze text content for objectionable material.,programming-languages-content-safety-2,programming-languages-content-safety-2,True,programming-languages-content-safety-2,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Analyze text content,PatrickFarley
,y,,AI services > Content Understanding,What is Azure AI Content Understanding (preview)?,ai-services/content-understanding/overview.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/content-understanding/overview?context=/azure/ai-foundry/context/context,False,pafarley,overview,azure-ai-content-understanding,"Learn about Azure AI Content Understanding solutions, processes, workflows, use-cases, and field extractions.",,,False,,False,True,False,0,,True,2,False,False,0,,False,0,False,False,What is Azure AI Content Understanding?,PatrickFarley
,n,,AI services > Content Understanding,Use Content Understanding in Azure AI Foundry portal,ai-services/content-understanding/quickstart/use-ai-foundry.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/content-understanding/quickstart/use-ai-foundry?context=/azure/ai-foundry/context/context,False,kabrow,quickstart,azure-ai-content-understanding,Create an Azure AI Content Understanding single-file task in the Azure AI Foundry portal,,,False,,False,True,False,0,,True,8,True,False,0,,False,0,True,True,Create an Azure AI Content Understanding single-file task in the Azure AI Foundry portal,PatrickFarley
,n,,AI services > Document Intelligence,What is Azure AI Document Intelligence?,ai-services/document-intelligence/overview.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/document-intelligence/overview?context=/azure/ai-foundry/context/context,False,lajanuar,overview,azure-ai-document-intelligence,Azure AI Document Intelligence is a machine-learning based OCR and intelligent document processing service to automate extraction of key data from forms and documents.,,,False,,False,True,False,0,,True,27,False,False,0,,False,0,False,False,What Is Azure AI Document Intelligence?,laujan
,n,,AI services > Language,What is Azure AI Language?,ai-services/language-service/overview.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/overview?context=/azure/ai-foundry/context/context,False,lajanuar,overview,azure-ai-language,Learn how to integrate AI into your applications that can extract information and understand written language.,,,False,,False,True,False,0,,True,16,False,False,0,,False,0,False,True,What is Azure AI Language,laujan
,n,,AI services > Language,Conversation Language Understanding,ai-services/language-service/conversational-language-understanding/quickstart.md?context=/azure/ai-foundry/context/context&pivots=rest-api,https://learn.microsoft.com/azure/ai-services/language-service/conversational-language-understanding/quickstart?context=/azure/ai-foundry/context/context&pivots=rest-api,False,lajanuar,quickstart,azure-ai-language,Quickly start building an AI model to extract information and predict the intentions of text-based utterances.,language-clu-quickstart,language-clu-quickstart,True,language-clu-quickstart,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart - create a conversational language understanding project,laujan
,n,,AI services > Language,Key Phrase Extraction,ai-services/language-service/key-phrase-extraction/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/key-phrase-extraction/quickstart?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,azure-ai-language,Use this quickstart to start using the Key Phrase Extraction API.,programming-languages-text-analytics,programming-languages-text-analytics,True,programming-languages-text-analytics,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Use the Key Phrase Extraction client library,laujan
,n,,AI services > Language,Language Detection,ai-services/language-service/language-detection/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/language-detection/quickstart?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,azure-ai-language,Use this quickstart to start using Language Detection.,programming-languages-text-analytics,programming-languages-text-analytics,True,programming-languages-text-analytics,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Use the Language Detection client library,laujan
,n,,AI services > Language,Named Entity Recognition,ai-services/language-service/named-entity-recognition/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/named-entity-recognition/quickstart?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,azure-ai-language,Use this quickstart to start using the Named Entity Recognition (NER) API.,programming-languages-text-analytics,programming-languages-text-analytics,True,programming-languages-text-analytics,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Use the NER client library,laujan
,n,,AI services > Language,Custom Named Entity Recognition,ai-services/language-service/custom-named-entity-recognition/quickstart.md?context=/azure/ai-foundry/context/context&pivots=rest-api,https://learn.microsoft.com/azure/ai-services/language-service/custom-named-entity-recognition/quickstart?context=/azure/ai-foundry/context/context&pivots=rest-api,False,lajanuar,quickstart,azure-ai-language,Quickly start building an AI model to categorize and extract information from unstructured text.,usage-custom-language-features,usage-custom-language-features,True,usage-custom-language-features,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart - Custom named entity recognition (NER),laujan
,n,,AI services > Language,Native Document Support,ai-services/language-service/native-document-support/use-native-documents.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/native-document-support/use-native-documents?context=/azure/ai-foundry/context/context,False,,,,,,,False,,False,False,False,0,,False,0,False,False,0,,False,0,False,False,,
,n,,AI services > Language,Orchestration Workflow,ai-services/language-service/orchestration-workflow/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/orchestration-workflow/quickstart?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,azure-ai-language,"Quickly start creating an AI model to connect your Conversational Language Understanding, question answering and LUIS applications.",usage-custom-language-features,usage-custom-language-features,True,usage-custom-language-features,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart - Orchestration workflow,laujan
,n,,AI services > Language,Personally Identifiable Information detection,ai-services/language-service/personally-identifiable-information/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/personally-identifiable-information/quickstart?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,azure-ai-language,Use this quickstart to start using the PII detection API.,programming-languages-text-analytics,programming-languages-text-analytics,True,programming-languages-text-analytics,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Detect Personally Identifying Information (PII) in text,laujan
,n,,AI services > Language,Sentiment Analysis,ai-services/language-service/sentiment-opinion-mining/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/sentiment-opinion-mining/quickstart?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,azure-ai-language,Use this quickstart to start using the Sentiment Analysis API.,programming-languages-text-analytics,programming-languages-text-analytics,True,programming-languages-text-analytics,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Use the Sentiment Analysis client library and REST API,laujan
,n,,AI services > Language,Summarization,ai-services/language-service/summarization/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-services/language-service/summarization/quickstart?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,azure-ai-language,Use this quickstart to start using Summarization.,programming-languages-text-analytics,programming-languages-text-analytics,True,programming-languages-text-analytics,False,True,False,0,,False,0,False,False,0,,False,0,False,False,Quickstart: Use Summarization,laujan
