Parent Path,Name,Href,URL,Is External,ms.author,ms.topic,ms.service,description,pivot_id,has_pivots,pivot_groups,hub-only,file_found,Notes,NextGen?,pivot_ai_foundry,pivot_ai_foundry_portal,pivot_azcli,pivot_azportal,pivot_azpowershell,pivot_azure_ai_foundry,pivot_azure_ai_model_categories,pivot_azure_ai_studio_sdk_cli,pivot_azure_direct_others,pivot_azure_openai,pivot_bicep,pivot_cli,pivot_csharp,pivot_fdp_project,pivot_foundry_portal,pivot_hub_project,pivot_java,pivot_javascript,pivot_language_studio,pivot_portal,pivot_programming_language_bicep,pivot_programming_language_cli,pivot_programming_language_cpp,pivot_programming_language_csharp,pivot_programming_language_dotnet,pivot_programming_language_foundry_portal,pivot_programming_language_go,pivot_programming_language_java,pivot_programming_language_javascript,pivot_programming_language_objectivec,pivot_programming_language_powershell,pivot_programming_language_python,pivot_programming_language_python_azure,pivot_programming_language_rest,pivot_programming_language_ruby,pivot_programming_language_spring,pivot_programming_language_studio,pivot_programming_language_swift,pivot_programming_language_typescript,pivot_ps,pivot_python,pivot_python_sdk,pivot_rest,pivot_rest_api,pivot_speech_studio,pivot_typescript,pivot_web_portal
Models > Azure OpenAI in Foundry Models > Batch,Getting started with batch,ai-foundry/openai/how-to/batch.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/batch,False,mbullwin,how-to,azure-ai-openai,Learn how to use global batch with Azure OpenAI,openai-fine-tuning-batch,True,"ai-foundry-portal, programming-language-python, rest-api",False,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Models > Azure OpenAI in Foundry Models > Batch,Batch with Azure Blob Storage,ai-foundry/openai/how-to/batch-blob-storage.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/batch-blob-storage,False,mbullwin,how-to,azure-ai-openai,Learn how to configure Azure Blob Storage with Azure OpenAI Batch,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Responses API,ai-foundry/openai/how-to/responses.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/responses,False,mbullwin,include,azure-ai-openai,Learn how to use Azure OpenAI's new stateful Responses API.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Reasoning models,ai-foundry/openai/how-to/reasoning.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/reasoning,False,mbullwin,include,azure-ai-openai,"Learn how to use Azure OpenAI's advanced GPT-5 series, o3-mini, o1, & o1-mini reasoning models",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Chat completions API,ai-foundry/openai/how-to/chatgpt.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/chatgpt,False,mbullwin,how-to,azure-ai-openai,Learn about the options for how to use models with the chat completions API,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Computer Use,ai-foundry/openai/how-to/computer-use.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/computer-use,False,aahi,how-to,azure-ai-openai,"Learn about Computer Use in Azure OpenAI, which allows AI to interact with computer applications.",,False,,False,True,rewritten for responses API/OpenAI pivots,y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions > Model router,Getting started with model router,ai-foundry/openai/how-to/model-router.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/model-router,False,pafarley,how-to,azure-ai-openai,Learn how to use the model router in Azure OpenAI to select the best model for your task.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions > Model router,Model router concepts,ai-foundry/openai/concepts/model-router.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/model-router,False,pafarley,conceptual,azure-ai-openai,Learn about the model router feature in Azure OpenAI in Azure AI Foundry Models.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Function calling,ai-foundry/openai/how-to/function-calling.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/function-calling,False,mbullwin,how-to,azure-ai-openai,Learn how to use function calling with the GPT-35-Turbo and GPT-4 models,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Predicted outputs,ai-foundry/openai/how-to/predicted-outputs.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/predicted-outputs,False,mbullwin,how-to,azure-ai-openai,Learn how to improve your model response latency with predicted outputs,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Prompt caching,ai-foundry/openai/how-to/prompt-caching.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/prompt-caching,False,mbullwin,how-to,azure-ai-openai,Learn how to use prompt caching with Azure OpenAI,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Structured outputs,ai-foundry/openai/how-to/structured-outputs.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/structured-outputs,False,mbullwin,how-to,azure-ai-openai,Learn how to improve your model responses with structured outputs,structured-outputs,True,"programming-language-csharp, programming-language-python, programming-language-rest",False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Vision-enabled chats,ai-foundry/openai/how-to/gpt-with-vision.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/gpt-with-vision,False,pafarley,how-to,azure-ai-openai,"Learn how to use vision-enabled chat models in Azure OpenAI, including how to call the Chat Completion API and process images.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions > Additional features,JSON mode,ai-foundry/openai/how-to/json-mode.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/json-mode,False,mbullwin,how-to,azure-ai-openai,Learn how to improve your chat completions with Azure OpenAI JSON mode,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Responses & chat completions > Additional features,Reproducible output,ai-foundry/openai/how-to/reproducible-output.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/reproducible-output,False,mbullwin,how-to,azure-ai-openai,Learn how to generate reproducible output (preview) with Azure OpenAI.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Embeddings,Embeddings basics,ai-foundry/openai/how-to/embeddings.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/embeddings,False,mbullwin,how-to,azure-ai-openai,Learn how to generate embeddings with Azure OpenAI,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Embeddings,Getting started with embeddings,ai-foundry/openai/tutorials/embeddings.md,https://learn.microsoft.com/azure/ai-foundry/openai/tutorials/embeddings,False,mbullwin,tutorial,azure-ai-openai,Learn how to use Azure OpenAI's embeddings API for document search with the BillSum dataset,openai-embeddings,True,"programming-language-python, programming-language-powershell",False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models,Evaluation,ai-foundry/openai/how-to/evaluations.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/evaluations,False,mbullwin,how-to,azure-ai-openai,Learn how to use evaluations with Azure OpenAI,openai-fine-tuning,True,"programming-language-studio, programming-language-python, rest-api",False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Models > Azure OpenAI in Foundry Models > Image & video generation,Image generation,ai-foundry/openai/how-to/dall-e.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/dall-e,False,pafarley,how-to,azure-ai-openai,Learn how to generate and edit images using Azure OpenAI image generation models. Discover configuration options and start creating images today.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Image & video generation,Video generation (preview),ai-foundry/openai/concepts/video-generation.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/video-generation,False,pafarley,conceptual,azure-ai-openai,"Learn about Sora, an AI model for generating realistic and imaginative video scenes from text instructions, including safety, limitations, and supported features.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models,Stored completions,ai-foundry/openai/how-to/stored-completions.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/stored-completions,False,mbullwin,how-to,azure-ai-openai,Learn how to use stored completions & distillation with Azure OpenAI,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Assistants,ai-foundry/openai/concepts/assistants.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/assistants,False,aahi,conceptual,azure-ai-openai,Learn about the concepts behind the Azure OpenAI Assistants API.,,False,,False,True,,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Abuse monitoring,ai-foundry/openai/concepts/abuse-monitoring.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/abuse-monitoring,False,mbullwin,conceptual,azure-ai-openai,Learn about the abuse monitoring capabilities of Azure OpenAI,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Audio,ai-foundry/openai/concepts/audio.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/audio,False,pafarley,conceptual,azure-ai-openai,Learn about the audio capabilities of Azure OpenAI.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Model router,ai-foundry/openai/concepts/model-router.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/model-router,False,pafarley,conceptual,azure-ai-openai,Learn about the model router feature in Azure OpenAI in Azure AI Foundry Models.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Content filtering overview,ai-foundry/openai/concepts/content-filter.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-filter,False,pafarley,conceptual,azure-ai-openai,Learn about the content filtering capabilities of Azure OpenAI.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Content filtering severity levels,ai-foundry/openai/concepts/content-filter-severity-levels.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-filter-severity-levels,False,pafarley,conceptual,azure-ai-openai,"Overview of risk categories for content filtering in Azure OpenAI, including hate, fairness, sexual, violence, and more.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Prompt shields,ai-foundry/openai/concepts/content-filter-prompt-shields.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-filter-prompt-shields,False,pafarley,conceptual,azure-ai-openai,"Learn about prompt shield content in Azure OpenAI, including user prompt attacks and indirect attack severity definitions.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Groundedness detection,ai-foundry/openai/concepts/content-filter-groundedness.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-filter-groundedness,False,pafarley,conceptual,azure-ai-openai,Learn about the groundedness detection filter in Azure OpenAI in Azure AI Foundry Models.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Protected material detection,ai-foundry/openai/concepts/content-filter-protected-material.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-filter-protected-material,False,pafarley,conceptual,azure-ai-openai,Learn about the Protected Material Detection Filter for identifying and flagging known protected text and code content in large language model outputs.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Content filter configurability,ai-foundry/openai/concepts/content-filter-configurability.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-filter-configurability,False,pafarley,conceptual,azure-ai-openai,"Learn about configurability options for content filtering in Azure OpenAI, including adjustable thresholds and severity levels.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Content filter annotations,ai-foundry/openai/concepts/content-filter-annotations.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-filter-annotations,False,pafarley,conceptual,azure-ai-openai,"Learn about annotations for content filtering in Azure OpenAI, including severity levels and optional models.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Document embedding in prompts,ai-foundry/openai/concepts/content-filter-document-embedding.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-filter-document-embedding,False,pafarley,conceptual,azure-ai-openai,"Learn how to embed documents in prompts for Azure OpenAI, including JSON escaping and indirect attack detection.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Content filtering,Content streaming,ai-foundry/openai/concepts/content-streaming.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-streaming,False,pafarley,conceptual,azure-ai-openai,"Learn about content streaming options in Azure OpenAI, including default and asynchronous filtering modes, and their impact on latency and performance.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Default safety policies,ai-foundry/openai/concepts/default-safety-policies.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/default-safety-policies,False,pafarley,conceptual,azure-ai-openai,Learn about the default Guidelines & controls policies that Azure OpenAI uses to flag content and ensure responsible use of the service.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Prompt transformations,ai-foundry/openai/concepts/prompt-transformation.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/prompt-transformation,False,pafarley,conceptual,azure-ai-openai,"Learn about the prompt transformation feature in Azure OpenAI DALL-E 3, how it works, and why it's necessary.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Customizing Large Language Models (LLMs),ai-foundry/openai/concepts/customizing-llms.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/customizing-llms,False,mbullwin,conceptual,azure-ai-openai,Learn more about the concepts behind customizing an LLM with Azure OpenAI.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Embeddings,ai-foundry/openai/concepts/understand-embeddings.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/understand-embeddings,False,mbullwin,tutorial,azure-ai-openai,Learn more about how the Azure OpenAI embeddings API uses cosine similarity for document search and to measure similarity between texts.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Fine-tuning,ai-foundry/openai/concepts/fine-tuning-considerations.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/fine-tuning-considerations,False,mbullwin,conceptual,azure-ai-openai,Learn more about what you should take into consideration before fine-tuning with Azure OpenAI,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Vision-enabled models,ai-foundry/openai/concepts/gpt-with-vision.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/gpt-with-vision,False,pafarley,conceptual,azure-ai-openai,"Learn concepts related to using images in your AI model chats, enabled through GPT-4 Turbo with Vision and other models.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Video generation (preview),ai-foundry/openai/concepts/video-generation.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/video-generation,False,pafarley,conceptual,azure-ai-openai,"Learn about Sora, an AI model for generating realistic and imaginative video scenes from text instructions, including safety, limitations, and supported features.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Red teaming large language models (LLMs),ai-foundry/openai/concepts/red-teaming.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/red-teaming,False,mbullwin,conceptual,azure-ai-openai,Learn about how red teaming and adversarial testing are an essential practice in the responsible development of systems and features using large language models (LLMs),,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Content credentials,ai-foundry/openai/concepts/content-credentials.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/content-credentials,False,pafarley,conceptual,azure-ai-openai,"Learn about the Content Credentials feature, which lets you verify that an image was generated by an AI model.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Prompt engineering,Prompt engineering techniques,ai-foundry/openai/concepts/prompt-engineering.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/prompt-engineering,False,mbullwin,conceptual,azure-ai-openai,Learn how to use prompt engineering to optimize your work with Azure OpenAI.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > Prompt engineering,Image prompt engineering techniques,ai-foundry/openai/concepts/gpt-4-v-prompt-engineering.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/gpt-4-v-prompt-engineering,False,pafarley,conceptual,azure-ai-openai,Learn how to better engineer image prompts for vision-enabled chat models.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > System messages,System message design,ai-foundry/openai/concepts/advanced-prompt-engineering.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/advanced-prompt-engineering,False,mbullwin,conceptual,azure-ai-openai,Learn about system message design,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > System messages,Safety system messages,ai-foundry/openai/concepts/system-message.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/system-message,False,mbullwin,conceptual,azure-ai-openai,Learn about how to construct system messages also know as metaprompts to guide an AI system's behavior.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts > System messages,Safety system message templates,ai-foundry/openai/concepts/safety-system-message-templates.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/safety-system-message-templates,False,pafarley,conceptual,azure-ai-openai,"This article contains recommended safety system messages for your generative AI systems, to help reduce the propensity of harm in various concern areas.",,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Model versions,ai-foundry/openai/concepts/model-versions.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/model-versions,False,mbullwin,conceptual,azure-ai-openai,Learn about model versions in Azure OpenAI.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > Concepts,Legacy models,ai-foundry/openai/concepts/legacy-models.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/legacy-models,False,mbullwin,conceptual,azure-ai-openai,Learn about the deprecated models in Azure OpenAI.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > How-to > Assistants (preview),Getting started with Assistants,ai-foundry/openai/how-to/assistant.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/assistant,False,aahi,how-to,azure-ai-openai,Learn how to create helpful AI Assistants with tools like Code Interpreter.,,False,,False,True,,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > How-to > Assistants (preview) > Tools,Code Interpreter,ai-foundry/openai/how-to/code-interpreter.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/code-interpreter,False,aahi,how-to,azure-ai-openai,Learn how to use Assistants Code Interpreter,,False,,False,True,,y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models > How-to > Assistants (preview) > Tools > Function calling,Assistants function calling,ai-foundry/openai/how-to/assistant-functions.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/assistant-functions,False,aahi,how-to,azure-ai-openai,Learn how to use Assistants function calling,,False,,False,True,,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
